"en_name";"en_vote";"vote_general";"fr_name";"fr_vote";"it_name";"it_vote";"es_name";"es_vote";"de_name";"de_vote";"earliest_begin";"latest_begin";"earliest_end";"latest_end";"link_chronontology"
"red-polished";;"Uok";"poli rouge";;"rosso-lucido";;"pulido rojo";;"rot poliert";;-6000;-6000;-3200;-3200;"http://chronontology.dainst.org/period/AAb3qr8IgWzH"
"Reform";;"Xunderspecific";"Réforme";;"Riforma";;"Reforma";;"Reform";;1857;1857;1861;1861;"http://chronontology.dainst.org/period/56UEEdJhaOjJ"
"Reformation";;"Uok";"Réformation";;"Riforma";;"Reforma";;"Reformation";;1500;1500;1600;1600;"http://chronontology.dainst.org/period/l2ZTV913MKaK"
"Regal";;"Xunderspecific";"Royal";;"Regale";;"Real";;"Regal";;-752;-752;-508;-508;"http://chronontology.dainst.org/period/1bfASiLrMCOU"
"regal period";;"Xunderspecific";"période royale";;"periodo regale";;"periodo real";;"königliche Zeit";;-752;-752;-508;-508;"http://chronontology.dainst.org/period/wAafK63qtUkm"
"Régence";;"Xunderspecific";"Régence";;"Reggenza";;"Regencia";;"Regentschaft";;1710;1710;1730;1730;"http://chronontology.dainst.org/period/bc8bjia8LYM1"
"Regency";;"Xunderspecific";"Régence";;"Reggenza";;"Regencia";;"Regentschaft";;1811;1811;1830;1830;"http://chronontology.dainst.org/period/elH0nPHnncD6"
"Regency of Countess Adelaide";;"Uok";"Régence de la comtesse Adélaïde";;"Reggenza della contessa Adelaide";;"Regencia de la condesa Adelaida";;"Regentschaft der Gräfin Adelaide";;1101;1101;1112;1112;"http://chronontology.dainst.org/period/RwKqcxiemKvZ"
"Regency of Countess Adelasia";;"Uok";"Régence de la comtesse Adelasia";;"Reggenza della contessa Adelasia";;"Regencia de la condesa Adelasia";;"Regentschaft der Gräfin Adelasia";;1101;1101;1112;1112;"http://chronontology.dainst.org/period/RwKqcxiemKvZ"
"Regency of Queen Margaret of Navarre";;"Uok";"Régence de la reine Marguerite de Navarre";;"Reggenza della regina Margherita di Navarra";;"Regencia de la reina Margarita de Navarra";;"Regentschaft der Königin Margarete von Navarra";;1166;1166;1172;1172;"http://chronontology.dainst.org/period/JTRRvcbWheA1"
"Regency Revival";;"Xunderspecific";"Regency Revival";;"Regency Revival";;"Renacimiento de regencia";;"Regency Revival";;1930;1930;1939;1939;"http://chronontology.dainst.org/period/GbeNHk6XjGkf"
"Regionalist";;"Xunderspecific";"Régionaliste";;"regionalista";;"Regionalista";;"Regionalist";;1930;1930;1939;1939;"http://chronontology.dainst.org/period/GEsc3zDPyZ9a"
"Regulator Insurrection";;"Uok";"Regulator Insurrection";;"Insurrection del regolatore";;"Regulador Insurrección";;"Regulator Aufstand";;1766;1766;1771;1771;"http://chronontology.dainst.org/period/lgaoeLRkB1kj"
"Reign of  Commodus";;"Uok";"Règne de Commode";;"Regno di Commodo";;"Reinado de Cómodo";;"Herrschaft des Commodus";;180;180;192;192;"http://chronontology.dainst.org/period/I3IYLeeOVI3k"
"Reign of Aemilian";;"Uok";"Règne d'Aemilian";;"Regno di emiliano";;"Reinado de Aemilian";;"Herrschaft von Aemilian";;253;253;253;253;"http://chronontology.dainst.org/period/Sp1W653z5hXt"
"Reign of Aemilianus";;"Uok";"Règne Æmilianus";;"Regno ilianmilianus";;"Reign Æmilianus";;"Herrschaft Æmilianus";;253;253;253;253;"http://chronontology.dainst.org/period/Sp1W653z5hXt"
"Reign of Anthemius";;"Uok";"Règne d'Anthemius";;"Regno di Anthemius";;"Reino de Anthemius";;"Herrschaft von Anthemius";;467;467;472;472;"http://chronontology.dainst.org/period/ABwefAJuTTfq"
"Reign of Antoninus Pius";;"Uok";"Règne d'Antonin Pie";;"Regno di Antonino Pio";;"Reinado de Antonino Pío";;"Herrschaft von Antoninus Pius";;138;138;161;161;"http://chronontology.dainst.org/period/lJBTyGQvzC7T"
"Reign of Arcadius";;"Uok";"Règne d'Arcadius";;"Regno di Arcadius";;"Reino de Arcadio";;"Herrschaft von Arcadius";;383;383;408;408;"http://chronontology.dainst.org/period/H5CN0juI9rjh"
"Reign of Augustus";;"Uok";"Règne d'Auguste";;"Regno di Augusto";;"Reinado de Augusto";;"Regierungszeit von Augustus";;-27;-27;14;14;"http://chronontology.dainst.org/period/izNtpADTHEE3"
"Reign of Aurelian";;"Uok";"Règne d'Aurélien";;"Regno di Aureliano";;"Reino de Aureliano";;"Herrschaft von Aurelian";;270;270;275;275;"http://chronontology.dainst.org/period/mBw2DlmoJB8h"
"Reign of Aurelianus";;"Uok";"Règne d'Aurélianus";;"Regno di Aureliano";;"Reino de Aureliano";;"Herrschaft von Aurelianus";;270;270;275;275;"http://chronontology.dainst.org/period/mBw2DlmoJB8h"
"Reign of Avitus";;"Uok";"Règne d'Avitus";;"Regno di Avitus";;"Reinado de Avito";;"Herrschaft des Avitus";;455;455;456;456;"http://chronontology.dainst.org/period/dMwsRoCedLuD"
"Reign of Balbinus";;"Uok";"Règne de Balbinus";;"Regno di Balbinus";;"Reinado de Balbinus";;"Herrschaft von Balbinus";;238;238;238;238;"http://chronontology.dainst.org/period/NruRNhR1GYas"
"Reign of Caligula";;"Uok";"Règne de Caligula";;"Regno di Caligola";;"Reinado de Calígula";;"Herrschaft von Caligula";;37;37;41;41;"http://chronontology.dainst.org/period/zAqFDxmo3rcZ"
"Reign of Caracalla";;"Uok";"Reign of Caracalla";;"Reign of Caracalla";;"Reinado de Caracalla";;"Herrschaft von Caracalla";;211;211;217;217;"http://chronontology.dainst.org/period/D8buK4pBrHhG"
"Reign of Carinus";;"Uok";"Règne de Carinus";;"Regno di Carinus";;"Reino de Carino";;"Herrschaft von Carinus";;283;283;285;285;"http://chronontology.dainst.org/period/fcqQ4zlzsvoh"
"Reign of Carus";;"Uok";"Reign of Carus";;"Regno di Carus";;"Reino de Carus";;"Reign of Carus";;282;282;283;283;"http://chronontology.dainst.org/period/kolnAszdfTzl"
"Reign of Claudius";;"Uok";"Règne de Claudius";;"Regno di Claudio";;"Reino de Claudio";;"Herrschaft von Claudius";;41;41;54;54;"http://chronontology.dainst.org/period/8eb3OwD5RJKs"
"Reign of Claudius Gothicus";;"Uok";"Règne de Claudius Gothicus";;"Regno di Claudio Gotico";;"Reinado de Claudio Gótico";;"Herrschaft von Claudius Gothicus";;268;268;270;270;"http://chronontology.dainst.org/period/r1jX5YJdvwGr"
"Reign of Claudius II";;"Uok";"Règne de Claudius 2";;"Regno di Claudio 2";;"Reino de Claudio 2";;"Regierungszeit von Claudius II";;268;268;270;270;"http://chronontology.dainst.org/period/r1jX5YJdvwGr"
"Reign of Constans";;"Uok";"Règne de Constans";;"Regno di Costanti";;"Reino de Constanza";;"Herrschaft von Constans";;337;337;350;350;"http://chronontology.dainst.org/period/FzejqHJzdasS"
"Reign of Constans I";;"Uok";"Règne de Constans I";;"Regno di Costanti I";;"Reinado de Constanza I";;"Herrschaft von Constans I.";;337;337;350;350;"http://chronontology.dainst.org/period/FzejqHJzdasS"
"Reign of Constantine I";;"Uok";"Règne de Constantin I";;"Regno di Costantino I";;"Reinado de Constantino I";;"Herrschaft von Konstantin I.";;306;306;337;337;"http://chronontology.dainst.org/period/fdpt7BuMHYbk"
"Reign of Constantine II";;"Uok";"Règne de Constantin II";;"Regno di Costantino II";;"Reinado de Constantino II";;"Herrschaft von Konstantin II";;337;337;340;340;"http://chronontology.dainst.org/period/ChWvxImJqHTe"
"Reign of Constantine the Great";;"Uok";"Règne de Constantin le Grand";;"Regno di Costantino il Grande";;"Reino de Constantino el Grande";;"Herrschaft von Konstantin dem Großen";;306;306;337;337;"http://chronontology.dainst.org/period/fdpt7BuMHYbk"
"Reign of Constantius Chlorus";;"Uok";"Reign of Constantius Chlorus";;"Regno di Costantino il Grande";;"Reino de Constantino el Grande";;"Herrschaft von Konstantin dem Großen";;293;293;306;306;"http://chronontology.dainst.org/period/WwfykAmnMRx6"
"Reign of Constantius I";;"Uok";"Règne de Constance I";;"Regno di Costanzo I";;"Reino de Constancio I";;"Herrschaft von Constantius I.";;293;293;306;306;"http://chronontology.dainst.org/period/WwfykAmnMRx6"
"Reign of Constantius II";;"Uok";"Règne de Constantius 2";;"Regno di Costanzo 2";;"Reino de Constancio 2";;"Herrschaft von Constantius 2";;337;337;361;361;"http://chronontology.dainst.org/period/Z6LqboYpCv6E"
"Reign of Constantius III";;"Uok";"Règne de Constance 3";;"Regno di Costanzo 3";;"Reino de Constancio III";;"Herrschaft von Constantius 3";;421;421;421;421;"http://chronontology.dainst.org/period/mPzsQNREE1fQ"
"Reign of Count Roger I";;"Uok";"Règne du comte Roger I";;"Regno del conte Ruggero I";;"Reinado del conde Roger I";;"Regierungszeit von Graf Roger I.";;1072;1072;1101;1101;"http://chronontology.dainst.org/period/tTq5tkqcN3H4"
"Reign of Count Roger II";;"Uok";"Règne du comte Roger II";;"Regno del conte Ruggero II";;"Reinado del conde Roger II";;"Regierungszeit von Graf Roger II";;1112;1112;1130;1130;"http://chronontology.dainst.org/period/aj2KcAnKxrdH"
"Reign of Decius";;"Uok";"Règne de Decius";;"Regno di Decio";;"Reino de Decio";;"Herrschaft von Decius";;249;249;251;251;"http://chronontology.dainst.org/period/3xlT3IEWoRps"
"Reign of Diocletian";;"Uok";"Règne de Dioclétien";;"Regno di Diocleziano";;"Reinado de Diocleciano";;"Herrschaft des Diokletian";;284;284;305;305;"http://chronontology.dainst.org/period/fsljtNfK2Eze"
"Reign of Domitian";;"Uok";"Règne de Domitien";;"Regno di Domiziano";;"Reino de Domiciano";;"Herrschaft von Domitian";;81;81;96;96;"http://chronontology.dainst.org/period/UjUo86WS5VCE"
"Reign of Elagabalus";;"Uok";"Règne d'Elagabalus";;"Regno di Elagabalo";;"Reinado de Elagabalus";;"Herrschaft von Elagabalus";;217;217;222;222;"http://chronontology.dainst.org/period/xjogwHmSGarm"
"Reign of Flavius Eugenius";;"Uok";"Flavius ​​Eugene perdu";;"Lost Flavius ​​Eugene";;"Lost Flavius ​​Eugene";;"Flavius ​​Eugene verloren";;392;392;394;394;"http://chronontology.dainst.org/period/PZVfEzcnteBr"
"Reign of Florian";;"Uok";"Règne de Florian";;"Regno di Florian";;"Reinado de Florian";;"Reign of Florian";;276;276;276;276;"http://chronontology.dainst.org/period/j8g9RhmZisgN"
"Reign of Florianus";;"Uok";"Règne de Florianus";;"Regno di Floriano";;"Reinado de Florianus";;"Herrschaft von Florianus";;276;276;276;276;"http://chronontology.dainst.org/period/j8g9RhmZisgN"
"Reign of Galba";;"Uok";"Règne de Galba";;"Regno di Galba";;"Reino de Galba";;"Herrschaft von Galba";;68;68;69;69;"http://chronontology.dainst.org/period/sziIhuAwj5tk"
"Reign of Galerius";;"Uok";"Règne de Galère";;"Regno di Galerio";;"Reino de Galerio";;"Herrschaft von Galerius";;286;286;311;311;"http://chronontology.dainst.org/period/SFBAvPHug2Rd"
"Reign of Gallien";;"Uok";"Règne de Gallien";;"Regno di Gallien";;"Reino de Gallien";;"Reign of Gallien";;253;253;268;268;"http://chronontology.dainst.org/period/sQi9AkYPgCmb"
"Reign of Gallienus";;"Uok";"Règne de Gallien";;"Regno di Gallieno";;"Reino de Galieno";;"Herrschaft von Gallienus";;253;253;268;268;"http://chronontology.dainst.org/period/sQi9AkYPgCmb"
"Reign of Geta";;"Uok";"Règne de Geta";;"Regno di Geta";;"Reino de Geta";;"Herrschaft von Geta";;211;211;212;212;"http://chronontology.dainst.org/period/C1vQrvZVWPQB"
"Reign of Glycerius";;"Uok";"Règne de Glycerius";;"Regno di Glicerio";;"Reino de Glicerio";;"Herrschaft von Glycerius";;473;473;474;474;"http://chronontology.dainst.org/period/A2V9JD5SZ1qd"
"Reign of Gordian I";;"Uok";"Règne de Gordien I";;"Regno di Gordiano I";;"Reinado de Gordian I";;"Herrschaft von Gordian I.";;238;238;238;238;"http://chronontology.dainst.org/period/z5trQuNBmrQB"
"Reign of Gordian II";;"Uok";"Règne de Gordien II";;"Regno di Gordiano II";;"Reinado de Gordian II";;"Herrschaft von Gordian II";;238;238;238;238;"http://chronontology.dainst.org/period/7dOCHaBpBwiK"
"Reign of Gordian III";;"Uok";"Règne de Gordien III";;"Regno di Gordiano III";;"Reinado de Gordiano III";;"Herrschaft von Gordian III";;238;238;244;244;"http://chronontology.dainst.org/period/qywedSO865yR"
"Reign of Gratian";;"Uok";"Règne de Gratien";;"Regno di Graziano";;"Reinado de Graciano";;"Herrschaft von Gratian";;367;367;383;383;"http://chronontology.dainst.org/period/rjExSOeXu3Zo"
"Reign of Hadrian";;"Uok";"Règne d'Hadrien";;"Regno di Adriano";;"Reinado de Adriano";;"Herrschaft von Hadrian";;117;117;138;138;"http://chronontology.dainst.org/period/RwGmBmSWvZHL"
"Reign of Honorius";;"Uok";"Règne d'Honorius";;"Regno di Onorio";;"Reino de Honorio";;"Herrschaft von Honorius";;393;393;423;423;"http://chronontology.dainst.org/period/CiTJhm61zIzp"
"Reign of Joannes";;"Uok";"Règne de Joannes";;"Regno di Joannes";;"Reinado de Joannes";;"Herrschaft von Joannes";;423;423;425;425;"http://chronontology.dainst.org/period/i1YHK7QFICTP"
"Reign of John";;"Uok";"Règne de Jean";;"Regno di Giovanni";;"Reinado de juan";;"Herrschaft von John";;423;423;425;425;"http://chronontology.dainst.org/period/i1YHK7QFICTP"
"Reign of Jovian";;"Uok";"Règne de Jovian";;"Regno di Giove";;"Reinado de joviano";;"Herrschaft von Jovian";;363;363;364;364;"http://chronontology.dainst.org/period/CqxHc9x7vS0B"
"Reign of Julian";;"Uok";"Règne de Julien";;"Regno di Giuliano";;"Reinado de Julián";;"Herrschaft von Julian";;360;360;363;363;"http://chronontology.dainst.org/period/tdJLt4y1LFdr"
"Reign of Julian the Apostate";;"Uok";"Règne de Julien l'apostat";;"Regno di Giuliano l'Apostata";;"Reinado de Juliano el Apóstata";;"Regierungszeit von Julian dem Apostaten";;360;360;363;363;"http://chronontology.dainst.org/period/tdJLt4y1LFdr"
"Reign of Julius Nepos";;"Uok";"Règne de Julius Nepos";;"Regno di Giulio Nepos";;"Reinado de Julius Nepos";;"Herrschaft von Julius Nepos";;474;474;475;475;"http://chronontology.dainst.org/period/3vsiBEzefcc5"
"Reign of King Roger II";;"Uok";"Règne du roi Roger II";;"Regno di re Ruggero II";;"Reino del rey Roger II";;"Regierungszeit von König Roger II";;1130;1130;1154;1154;"http://chronontology.dainst.org/period/Ds2IhJzbrjn7"
"Reign of King Tancred";;"Uok";"Règne du roi Tancred";;"Regno di re Tancredi";;"Reino del Rey Tancredo";;"Herrschaft von König Tancred";;1190;1190;1194;1194;"http://chronontology.dainst.org/period/zZ3lutrOJgef"
"Reign of King William ""the Bad""";;"Uok";"Règne du roi Guillaume ""le Mauvais""";;"Regno di re William ""il cattivo""";;"Reinado del rey Guillermo ""el malo""";;"Regierung von König William ""der Böse""";;1154;1154;1166;1166;"http://chronontology.dainst.org/period/rNT5ESICSg3h"
"Reign of King William ""the Good""";;"Uok";"Règne du roi Guillaume ""le Bon""";;"Regno di re William ""il buono""";;"Reinado del rey Guillermo ""el bueno""";;"Regierung von König William ""der Gute""";;1172;1172;1189;1189;"http://chronontology.dainst.org/period/5NF4jF0PsAmI"
"Reign of King William I";;"Uok";"Règne du roi Guillaume I";;"Regno di re Guglielmo I";;"Reino del rey Guillermo I";;"Regierung von König William I.";;1154;1154;1166;1166;"http://chronontology.dainst.org/period/rNT5ESICSg3h"
"Reign of King William II";;"Uok";"Règne du roi Guillaume II";;"Regno di re Guglielmo II";;"Reino del rey Guillermo II";;"Regierungszeit von König William II";;1172;1172;1189;1189;"http://chronontology.dainst.org/period/5NF4jF0PsAmI"
"Reign of King William III";;"Uok";"Règne du roi Guillaume III";;"Regno di re Guglielmo III";;"Reino del rey Guillermo III";;"Regierungszeit von König William III";;1194;1194;1194;1194;"http://chronontology.dainst.org/period/x06nM12TEpcC"
"Reign of Libius Severus";;"Uok";"Règne de Libius Severus";;"Regno di Libius Severus";;"Reino de Libio Severo";;"Herrschaft von Libius Severus";;461;461;465;465;"http://chronontology.dainst.org/period/8KCFpVjQPgFo"
"Reign of Licinius I";;"Uok";"Règne de Licinius I";;"Regno di Licinio I";;"Reinado de Licinio I";;"Regierungszeit von Licinius I.";;308;308;324;324;"http://chronontology.dainst.org/period/qAxmSXTehWIF"
"Reign of Lucius Verus";;"Uok";"Véritable règne de Lucius";;"Vero regno di Lucius";;"Reinado real de Lucius";;"Wirkliche Herrschaft von Lucius";;161;161;169;169;"http://chronontology.dainst.org/period/r9OAvdJEa7KV"
"Reign of Macrinus";;"Uok";"Règne de Macrin";;"Regno di Macrinus";;"Reino de Macrino";;"Herrschaft von Macrinus";;217;217;281;281;"http://chronontology.dainst.org/period/LsPHrLPKmPMh"
"Reign of Magnus Maximus";;"Uok";"Règne de Magnus Maximus";;"Regno di Magnus Maximus";;"Reino de Magnus Maximus";;"Herrschaft von Magnus Maximus";;383;383;388;388;"http://chronontology.dainst.org/period/Y2cIKvPglCEp"
"Reign of Majorian";;"Uok";"Règne de Majorian";;"Regno di Majorian";;"Reinado de mallorquín";;"Regierung von Majorian";;457;457;461;461;"http://chronontology.dainst.org/period/N0UWpc8T95Fm"
"Reign of Marcus Aurelius";;"Uok";"Règne de Marc Aurèle";;"Regno di Marco Aurelio";;"Reinado de Marco Aurelio";;"Herrschaft von Marcus Aurelius";;138;138;180;180;"http://chronontology.dainst.org/period/TkID1ozAI55R"
"Reign of Maximian";;"Uok";"Règne de Maximian";;"Regno di Massimiano";;"Reino de Maximiano";;"Herrschaft von Maximian";;286;286;310;310;"http://chronontology.dainst.org/period/ITC1cicOGtS3"
"Reign of Maximinus Daia";;"Uok";"Règne de Maximinus Thrax";;"Regno di Massimino Trace";;"Reino de Maximinus Thrax";;"Herrschaft von Maximinus Thrax";;305;305;311;311;"http://chronontology.dainst.org/period/NZ6zuOcfT7eB"
"Reign of Maximinus Daza";;"Uok";"Règne ou Maximinus Daza";;"Regno o Massimino Daza";;"Reinado o Maximino Daza";;"Herrschaft oder Maximinus Daza";;305;305;311;311;"http://chronontology.dainst.org/period/NZ6zuOcfT7eB"
"Reign of Maximinus II";"Uok";"Ucorrected";"Règne de Maximinus II";;"Regno di Maximinus II";;"Reinado de Maximinus II";;"Herrschaft von Maximinus II";;305;305;311;311;"http://chronontology.dainst.org/period/NZ6zuOcfT7eB"
"Reign of Maximinus Thrax";;"Uok";"Règne de Maximinus Thrax";;"Regno di Massimino Trace";;"Reino de Maximinus Thrax";;"Herrschaft von Maximinus Thrax";;235;235;238;238;"http://chronontology.dainst.org/period/luJr8Io5zEeP"
"Reign of Nero";;"Uok";"Règne de Néron";;"Reign of Nero";;"Reinado de Nerón";;"Herrschaft von Nero";;54;54;68;68;"http://chronontology.dainst.org/period/oV2CxuQDUuuw"
"Reign of Nerva";;"Uok";"Règne de Nerva";;"Regno di Nerva";;"Reino de Nerva";;"Herrschaft von Nerva";;96;96;98;98;"http://chronontology.dainst.org/period/4aV12d1vG1Nb"
"Reign of Numerian";;"Uok";"Règne de Numerian";;"Regno di Numerian";;"Reino de Numerian";;"Herrschaft von Numerian";;283;283;284;284;"http://chronontology.dainst.org/period/6c1Zq0InCilY"
"Reign of Numerianus";;"Uok";"Règne de Numerianus";;"Reign of Numerianus";;"Reinado de Numerianus";;"Herrschaft von Numerianus";;283;283;284;284;"http://chronontology.dainst.org/period/6c1Zq0InCilY"
"Reign of Olybrius";;"Uok";"Règne d'Olybrius";;"Regno di Olybrius";;"Reinado de Olybrius";;"Herrschaft von Olybrius";;472;472;472;472;"http://chronontology.dainst.org/period/k5QBdG4DVFEZ"
"Reign of Otho";;"Uok";"Règne d'Otho";;"Regno di Otho";;"Reino de Otho";;"Herrschaft von Otho";;69;69;69;69;"http://chronontology.dainst.org/period/Rs7PQGqQtWBn"
"Reign of Pertinax";;"Uok";"Règne de Pertinax";;"Regno di Pertinax";;"Reino de Pertinax";;"Herrschaft von Pertinax";;192;192;193;193;"http://chronontology.dainst.org/period/coaIsHasqodO"
"Reign of Petronius Maximus";;"Uok";"Règne P. Maximus";;"Regno di P. Massimo";;"Reinado P. Maximus";;"Herrschaft P. Maximus";;455;455;455;455;"http://chronontology.dainst.org/period/jGGhUVbTOldM"
"Reign of Philip the Arab";;"Uok";"Règne de Philippe l'Arabe";;"Regno di Filippo l'Arabo";;"Reinado de Felipe el árabe";;"Herrschaft Philipps des Arabers";;244;244;249;249;"http://chronontology.dainst.org/period/Z5lYJPr2MWMy"
"Reign of Probus";;"Uok";"Règne de Probus";;"Regno di Probus";;"Reinado de Probus";;"Herrschaft von Probus";;276;276;282;282;"http://chronontology.dainst.org/period/q5GxnrxTuq8f"
"Reign of Pupienus";;"Uok";"Règne de Pupienus";;"Regno di Pupienus";;"Reinado de Pupienus";;"Herrschaft von Pupienus";;238;238;238;238;"http://chronontology.dainst.org/period/BCnpainQFdsV"
"Reign of Quintillus";;"Uok";"Règne de Quintillus";;"Regno di Quintillo";;"Reinado de Quintillus";;"Herrschaft von Quintillus";;270;270;270;270;"http://chronontology.dainst.org/period/D5mZHWwZmWR4"
"Reign of Romulus Augustulus";;"Uok";"Règne de Romulus Augustulus";;"Regno di Romolo Augusto";;"Reinado de Rómulo Augusto";;"Regierungszeit von Romulus Augustulus";;475;475;476;476;"http://chronontology.dainst.org/period/94Nk45NTWm1t"
"Reign of Septimius Severus";;"Uok";"Règne de Septime Sévère";;"Regno di Settimio Severo";;"Reino de Septimio Severo";;"Herrschaft von Septimius Severus";;193;193;211;211;"http://chronontology.dainst.org/period/GAjfu1WMk5eG"
"Reign of Severus Alexander";;"Uok";"Règne de Severus Alexander";;"Regno di Severus Alexander";;"Reino de Severus Alexander";;"Herrschaft von Severus Alexander";;222;222;235;235;"http://chronontology.dainst.org/period/YpYlRP1mEN3y"
"Reign of Severus II.";;"Uok";"Règne de Severus II.";;"Regno di Severo II.";;"Reinado de Severo II.";;"Herrschaft von Severus II.";;305;305;307;307;"http://chronontology.dainst.org/period/dtniMwrRofRo"
"Reign of Severus III";;"Uok";"Règne de Severus III";;"Regno di Severo III";;"Reinado de Severo III";;"Herrschaft von Severus III";;461;461;465;465;"http://chronontology.dainst.org/period/8KCFpVjQPgFo"
"Reign of Tacitus";;"Uok";"Règne de Tacite";;"Regno di Tacito";;"Reinado de Tácito";;"Reign of Tacitus";;275;275;276;276;"http://chronontology.dainst.org/period/D7mDvjgrz4J1"
"Reign of Terror";;"Xunderspecific";"Règne de terreur";;"Regno del terrore";;"Reino del terror";;"Terrorherrschaft";;1793;1793;1794;1794;"http://chronontology.dainst.org/period/VJwriChduuiG"
"Reign of the Etruscan Kings";;"Uok";"Règne des rois étrusques";;"Regno dei re etruschi";;"Reino de los reyes etruscos";;"Herrschaft der etruskischen Könige";;-616;-616;-509;-509;"http://chronontology.dainst.org/period/VaAeeNEnKbck"
"Reign of Theodosius I";;"Uok";"Règne de Théodose I";;"Regno di Teodosio I";;"Reinado de Teodosio I";;"Herrschaft von Theodosius I.";;379;379;395;395;"http://chronontology.dainst.org/period/cANwuh2Fs5cL"
"Reign of Tiberius";;"Uok";"Règne de Tibère";;"Regno di Tiberio";;"Reino de Tiberio";;"Herrschaft von Tiberius";;14;14;37;37;"http://chronontology.dainst.org/period/dRof7D6qNh6d"
"Reign of Titus";;"Uok";"Règne de Titus";;"Regno di Tito";;"Reino de Tito";;"Herrschaft des Titus";;79;79;81;81;"http://chronontology.dainst.org/period/hpWWcjMfJxq3"
"Reign of Trajan";;"Uok";"Règne de Trajan";;"Regno di Traiano";;"Reinado de Trajano";;"Herrschaft von Trajan";;98;98;117;117;"http://chronontology.dainst.org/period/9DshiEVPeqWQ"
"Reign of Trebonianus Gallus";;"Uok";"Règne de Trebonianus Gallus";;"Regno di Treboniano Gallo";;"Reinado de Trebonianus Gallus";;"Reign of Trebonianus Gallus";;251;251;253;253;"http://chronontology.dainst.org/period/PyTr0w8Nqx53"
"Reign of Valens";;"Uok";"Règne de Valens";;"Regno di Valente";;"Reino de Valens";;"Herrschaft von Valens";;364;364;378;378;"http://chronontology.dainst.org/period/4YnrgiOhrv9S"
"Reign of Valentinian I";;"Uok";"Règne de Valentinien I";;"Regno di Valentiniano I";;"Reinado de Valentiniano I";;"Herrschaft von Valentinian I.";;364;364;375;375;"http://chronontology.dainst.org/period/J5SPapYun60J"
"Reign of Valentinian II";;"Uok";"Règne de Valentinien II";;"Regno di Valentiniano II";;"Reinado de Valentiniano II";;"Herrschaft von Valentinian II";;375;375;392;392;"http://chronontology.dainst.org/period/fjcssirKi98O"
"Reign of Valentinian III";;"Uok";"Règne de Valentinien III";;"Regno di Valentiniano III";;"Reinado de Valentiniano III";;"Herrschaft von Valentinian III";;425;425;455;455;"http://chronontology.dainst.org/period/AZOpDB2EYvkF"
"Reign of Valentinian the Great";;"Uok";"Règne de Valentinien le Grand";;"Regno di Valentiniano il Grande";;"Reinado de Valentiniano el Grande";;"Herrschaft von Valentinian dem Großen";;364;364;375;375;"http://chronontology.dainst.org/period/J5SPapYun60J"
"Reign of Valerian";;"Uok";"Règne de Valériane";;"Regno di valeriana";;"Reino de la valeriana";;"Herrschaft von Baldrian";;253;253;260;260;"http://chronontology.dainst.org/period/Rak1hrvTrQSM"
"Reign of Vespasian";;"Uok";"Règne de Vespasien";;"Regno di Vespasiano";;"Reino de Vespasiano";;"Herrschaft von Vespasian";;69;69;79;79;"http://chronontology.dainst.org/period/z7D6BLKRFck2"
"Reign of Victor";;"Uok";"Règne de Victor";;"Regno di Vittorio";;"Reino de vencedor";;"Herrschaft von Victor";;384;384;388;388;"http://chronontology.dainst.org/period/XGUMzUj1Jus2"
"Reign of Vitellius";;"Uok";"Règne de Vitellius";;"Regno di Vitellio";;"Reino de Vitelio";;"Herrschaft von Vitellius";;69;69;69;69;"http://chronontology.dainst.org/period/mO5v76IIhSDw"
"Reiki Era";;"Uok";"L'époque du Reiki";;"Reiki Era";;"Reiki Era";;"Reiki Era";;715;715;717;717;"http://chronontology.dainst.org/period/HZvEhlnTAbTn"
"Renaissance";;"Uok";"Renaissance";;"Rinascimento";;"Renacimiento";;"Renaissance";;1375;1375;1600;1600;"http://chronontology.dainst.org/period/ifyGMzR2s431"
"Renaissance Revival";;"Uok";"Renaissance Revival";;"Rinascimento rinascimentale";;"Renacimiento Renacimiento";;"Renaissance Revival";;1800;1800;1899;1899;"http://chronontology.dainst.org/period/bjM3J9skYaMk"
"Renzong";"Uok";"Ucorrected";"Renzong";;"Renzong";;"Renzong";;"Renzong";;1022;1022;1063;1063;"http://chronontology.dainst.org/period/GS4sqFMokiiq"
"Renzong Yuan dynasty";;"Uok";"Dynastie Renzong Yuan";;"Dinastia Renzong Yuan";;"Dinastía Renzong Yuan";;"Renzong Yuan Dynastie";;1311;1311;1320;1320;"http://chronontology.dainst.org/period/hSDDRsSJeay4"
"Reorganization";;"Xunderspecific";"Réorganisation";;"Riorganizzazione";;"Reorganización";;"Reorganisation";;1839;1839;1876;1876;"http://chronontology.dainst.org/period/ZgAoZQEyxClU"
"Reported Site";;"Xunderspecific";"Site signalé";;"Sito segnalato";;"Sitio reportado";;"Gemeldete Site";;1950;1950;1950;1950;"http://chronontology.dainst.org/period/khtUtBbSxId9"
"Republic";;"Xunderspecific";"République";;"Repubblica";;"República";;"Republik";;-509;-509;-29;-29;"http://chronontology.dainst.org/period/PXKLEUafYIEB"
"Republic / Antebellum";;"Xunderspecific";"République / Antebellum";;"Repubblica / Antebellum";;"República / Antebellum";;"Republik / Antebellum";;1835;1835;1861;1861;"http://chronontology.dainst.org/period/RYjge7b1JNle"
